NAME,COUNTY,ELEV_IN_M
Glen Haven,DeKalb,296
Islamorada,Monroe,2
Snapfinger,DeKalb,234
Marathon Shores,Monroe,1
West End,Calhoun,238
Mount Trumbull,Mohave,1625
Franconia,Mohave,336
Eulaton,Calhoun,219
Griffith,Mohave,799
Wellington,Calhoun,166
Harris,Mohave,920
DeArmanville,Calhoun,205
Walapai,Mohave,1008
Farmington,Oconee,232
Berry,Mohave,1026
Borden Springs,Cleburne,258
Waterloo,Nevada,102
Shamrock,Dixie,12
Falcon,Nevada,114
Suwannee,Dixie,3
Arden,Little River,106
Hines,Dixie,12
Old Town,Dixie,7
Richmond,Little River,100
Jena,Dixie,4
Atwood,Orange,75
Kalaupapa,Kalawao,20
Cowan Heights,Orange,221
Glenwood,Hawaii,702
Campton,Walton,282
Honu‘apo,Hawaii,8
Bazemore,Fayette,140
Kawaihae,Hawaii,5
Newtonville,Fayette,95
Keauhou,Hawaii,5
Draketown,Haralson,379
Miloli‘i,Hawaii,11
Bluff Park,Jefferson,325
Niuli‘i,Hawaii,42
Dolomite,Jefferson,163
Short Creek,Jefferson,98
'O‘okala,Hawaii,137
Valley Creek,Jefferson,141
Opihikao,Hawaii,18
Village Springs,Jefferson,212
Papa‘aloa,Hawaii,96
Amy,Ouachita,42
Punalu‘u,Hawaii,5
Eagle Mills,Ouachita,43
Kalapana,Hawaii,4
Ho‘olehua,Maui,195
Elliott,Ouachita,78
Kalua‘aha,Maui,12
Kent,Ouachita,35
Kaumalapau,Maui,41
Ogemaw,Ouachita,64
Honokahua,Maui,56
Swords,Morgan,150
Kahakuloa,Maui,23
Apalachee,Morgan,196
'Ulupalakua,Maui,579
Godfrey,Morgan,187
Waiakoa,Maui,853
Veal,Carroll,361
Waiehu,Maui,27
Bowdon Junction,Carroll,379
Wailua,Maui,33
Clem,Carroll,355
Makakilo,Honolulu,131
Woodberry,Calhoun,63
College Heights,Drew,89
Pu‘uwai,Kauai,9
Florence,Drew,55
Lille,Aroostook,147
North Amity,Aroostook,200
Selma,Drew,54
Oxbow,Aroostook,196
Ladelle,Drew,61
Portage,Aroostook,198
Sheldon,Greenlee,1093
Saint David,Aroostook,159
Granville,Greenlee,2038
Smyrna Mills,Aroostook,175
Penfield,Greene,200
Soldier Pond,Aroostook,185
Almon,Newton,213
Sweden,Aroostook,219
Starrsville,Newton,208
Wytopitlock,Aroostook,104
Stewart,Newton,204
Clayton Lake,Aroostook,322
Jersey,Bradley,49
Vick,Bradley,45
Dickey,Aroostook,194
Moro Bay,Bradley,26
Winterville,Aroostook,311
Appling,Columbia,89
Macwahoc,Aroostook,97
Sycamore,Talladega,165
Allagash,Aroostook,194
Winterboro,Talladega,155
Bancroft,Aroostook,110
Chandler Springs,Talladega,359
Blaine,Aroostook,154
Curry,Talladega,164
Bridgewater,Aroostook,130
Ironaton,Talladega,205
Chapman,Aroostook,173
Jenifer,Talladega,180
Crystal,Aroostook,158
Dyer Brook,Aroostook,201
Overbrook,Talladega,240
Easton,Aroostook,179
Geronimo,Graham,830
Frenchville,Aroostook,222
Tanque,Graham,991
Artesia,Graham,997
Grand Isle,Aroostook,152
Mountain View,Clayton,304
Hamlin,Aroostook,160
Ellenwood,Clayton,260
Haynesville,Aroostook,121
Rex,Clayton,244
Hodgdon,Aroostook,130
Flippen,Henry,262
Island Falls,Aroostook,143
Luella,Henry,264
Linneus,Aroostook,197
Genoa,Miller,111
Littleton,Aroostook,143
Kiblah,Miller,70
Ludlow,Aroostook,161
Doddridge,Miller,74
Masardis,Aroostook,172
Mandeville,Miller,95
Monticello,Aroostook,136
Cadley,Warren,169
New Limerick,Aroostook,119
Abernant,Tuscaloosa,142
New Sweden,Aroostook,263
Elrod,Tuscaloosa,75
Oakfield,Aroostook,189
Peterson,Tuscaloosa,127
Orient,Aroostook,137
Fosters,Tuscaloosa,46
Perham,Aroostook,199
Samantha,Tuscaloosa,120
Saint Agatha,Aroostook,198
Caffee Junction,Tuscaloosa,199
Saint Francis,Aroostook,183
Sherman,Aroostook,158
Stockholm,Aroostook,181
Wallagrass,Aroostook,267
Westfield,Aroostook,140
Crawford,Russell,136
Moores Bridge,Tuscaloosa,87
Romeo,Marion,17
Southport,Bay,2
Haddock,Jones,152
Duncanville,Tuscaloosa,74
Fort Mitchell,Russell,108
Shady,Marion,31
Youngstown,Bay,27
Round Oak,Jones,191
Candler,Marion,32
Glenville,Russell,141
Readland,Chicot,34
Fountain,Bay,55
Wayside,Jones,195
East Lake Weir,Marion,34
Clinton,Greene,49
Bayou George,Bay,8
Jennie,Chicot,36
Hatchechubbee,Russell,97
Eureka,Marion,16
Knoxville,Greene,88
Inman,Fayette,267
Pittsview,Russell,73
Lynne,Marion,19
Econfina,Bay,28
Stroud,Chambers,258
Starrs Mill,Fayette,240
Lafayette,Chambers,257
Pine Log,Bay,6
Seale,Russell,104
Salt Springs,Marion,10
Resota Beach,Bay,1
Cecil,Montgomery,73
Samsula,Volusia,7
Maylene,Shelby,150
Evansville,Chambers,209
Vicksburg,Bay,16
Lomax,Chilton,199
Grady,Montgomery,139
Ariel,Volusia,3
Saginaw,Shelby,166
Snowdoun,Montgomery,86
West Bay,Bay,2
Pletcher,Chilton,135
Allandale,Volusia,1
Inverness,Shelby,150
Sprague,Montgomery,78
Wellborn,Suwannee,58
Mountain Creek,Chilton,161
Barberville,Volusia,14
Falmouth,Suwannee,26
Hunter,Montgomery,49
Augusta,Richmond,43
Verbena,Chilton,147
Dowling Park,Suwannee,19
Madison,Montgomery,53
McBean,Richmond,41
Cassadaga,Volusia,18
Cooper,Chilton,142
Enterprise,Volusia,6
Stanton,Chilton,102
McAlpin,Suwannee,31
Pine Level,Montgomery,149
Gracewood,Richmond,98
Cochrane,Pickens,53
Maytown,Volusia,9
Dover,Screven,31
O'Brien,Suwannee,16
Ramer,Montgomery,143
Adgateville,Jasper,198
Osteen,Volusia,14
Godwinsville,Dodge,94
Millhaven,Screven,36
Luraville,Suwannee,17
Hillsboro,Jasper,197
Eldridge,Volusia,15
Plainfield,Dodge,111
Cypress,Hale,38
Suwannee,Suwannee,37
Madras,Coweta,299
Bay Lake,Lake,38
Paul Spur,Cochise,1287
Gallion,Hale,58
Raymond,Coweta,244
Houston,Suwannee,52
Bassville Park,Lake,22
Pearce,Cochise,1341
Sawyerville,Hale,69
Oakland Park,Lake,23
Portal,Cochise,1451
Sargent,Coweta,236
Newburn,Suwannee,27
Topeka Junction,Upson,247
Sunnyside,Lake,23
Curtiss,Cochise,1104
Fernbrook,San Diego,371
Shady Grove,Taylor,25
McKinney,Upson,232
Boyd,Taylor,17
Glenview,San Diego,182
Astor Park,Lake,13
Lewis Springs,Cochise,1234
Ward,Sumter,62
Dekle Beach,Taylor,1
Crows Bluff,Lake,3
Jamacha Junction,San Diego,110
Calhoun,Lowndes,83
Lilita,Sumter,34
Eridu,Taylor,17
Emmalane,Jenkins,62
Letohatchee,Lowndes,98
Otay,San Diego,18
Grand Island,Lake,33
Lizella,Bibb,171
Manack,Lowndes,61
Foley,Taylor,16
Chassahowitzka,Citrus,2
Warner Springs,San Diego,954
Hampton Springs,Taylor,8
Holder,Citrus,18
Flinn Springs,San Diego,324
Skipperton,Bibb,137
Finleyson,Pulaski,79
Salem,Taylor,12
Pineola,Citrus,20
Malone,Randolph,218
Bullard,Twiggs,114
Hartford,Pulaski,78
Athena,Taylor,17
Saint Catherine,Sumter,21
Morrison Crossroad,Randolph,339
Huber,Twiggs,83
Normantown,Toombs,65
Sumterville,Sumter,23
Tennant,Randolph,323
Charles,Toombs,83
Suttle,Perry,45
Pinland,Taylor,15
Oxford,Sumter,32
Pyriton,Clay,326
Heiberger,Perry,61
Tennille,Taylor,7
Johnson Corner,Toombs,65
Lake Monroe,Seminole,4
Wakulla,Wakulla,5
Ohoopee,Toombs,55
Sprott,Perry,54
Cragford,Clay,262
Scottsmoor,Brevard,9
Whitesville,Harris,220
Newport,Wakulla,3
Land,Choctaw,61
Canfield,Lafayette,80
Valkaria,Brevard,2
Cataula,Harris,211
Medart,Wakulla,10
Eau Gallie,Brevard,5
McKamie,Lafayette,83
Melvin,Choctaw,106
Powelton,Hancock,184
Cromwell,Choctaw,50
Pine Mountain Valley,Harris,266
Sanborn,Wakulla,11
Bellwood,Brevard,5
Linton,Hancock,137
Wakulla Beach,Wakulla,2
Musella,Crawford,180
Aberfoil,Bullock,172
Frontenac,Brevard,4
Mayfield,Hancock,123
Horns,Crawford,130
Shopton,Bullock,104
Alton,Lafayette,22
Grant,Brevard,1
Culverton,Hancock,170
Modoc,Emanuel,82
Perote,Bullock,147
Hatchbend,Lafayette,9
Indian River City,Brevard,4
Devereux,Hancock,177
Wesley,Emanuel,72
Inverness,Bullock,130
Cooks Hammock,Lafayette,17
Pineda,Brevard,1
Roll,Yuma,80
Colemans Lake,Emanuel,57
Mitchell,Bullock,74
Armstrong,Saint Johns,11
Shiloh,Brevard,4
Growler,Yuma,98
Scott,Johnson,110
Peachburg,Bullock,161
Durbin,Saint Johns,18
Turnbull,Brevard,8
Horn,Yuma,141
Donovan,Johnson,113
Richwood,Dooly,104
Hilden,Saint Johns,12
Plymouth,Orange,31
Kinter,Yuma,56
Kent,Elmore,177
Lamison,Wilcox,36
Ponte Vedra Beach,Saint Johns,4
Powell,Hernando,23
Kofa,Yuma,119
Wallsboro,Elmore,74
McWilliams,Wilcox,93
South Ponte Vedra Beach,Saint Johns,4
Berkeley,Hernando,9
Ligurta,Yuma,71
Red Hill,Elmore,184
Millers Ferry,Wilcox,40
Summer Haven,Saint Johns,0
Rerdell,Hernando,22
Mohawk,Yuma,163
Carsonville,Taylor,161
Sunny South,Wilcox,50
Vermont Heights,Saint Johns,14
Drexel,Pasco,24
Blaisdell,Yuma,55
Charing,Taylor,196
Alberta,Wilcox,54
Vilano Beach,Saint Johns,3
Blanton,Pasco,32
Randolph,Pinal,439
Kimbrough,Wilcox,28
Beacon Hill,Gulf,7
Lumberton,Pasco,25
Potterville,Taylor,132
Sonora,Pinal,699
Snow Hill,Wilcox,69
Highland View,Gulf,3
Pasco,Pasco,29
Rupert,Taylor,134
Toltec,Pinal,461
North Komelik,Pinal,489
Blitchton,Bryan,22
Honeyville,Gulf,10
Providence,Polk,44
Salem,Lee,213
Kelvin,Pinal,558
Ellabell,Bryan,25
West Lake Wales,Polk,38
Bleecker,Lee,205
White City,Gulf,4
Olberg,Pinal,399
Keller,Bryan,5
Bereah,Polk,44
Hazen,Dallas,52
Dalkeith,Gulf,7
Oracle Junction,Pinal,1012
Groveland,Bryan,47
Alcoma,Polk,36
Minter,Dallas,54
Indian Pass,Gulf,3
Bon,Pinal,397
Meinhard,Chatham,4
Eaton Park,Polk,43
Russell,Clay,7
Sardis,Dallas,75
Magma,Pinal,463
Burroughs,Chatham,4
Eva,Polk,37
Highland,Clay,60
Silk Hope,Chatham,10
Selmont,Dallas,34
Ray,Pinal,647
Pembroke,Polk,40
Doctors Inlet,Clay,3
Windsor Forest,Chatham,6
Florence Junction,Pinal,574
Deer Park,Osceola,13
Kingsley,Clay,61
Tyler,Dallas,62
Atlanta,Columbia,79
West Selmont,Dallas,34
Meadowbrook Terrace,Clay,18
Holopaw,Osceola,24
Charles,Stewart,107
Intercession City,Osceola,21
Omaha,Stewart,92
Glamis,Imperial,102
Burnsville,Dallas,57
Hugh,Clay,43
Kenansville,Osceola,21
Marion Junction,Dallas,63
Sampson,Bradford,44
Ogilby,Imperial,111
Brooklyn,Stewart,207
New River,Bradford,44
Corinth,Heard,230
Louvale,Stewart,117
Narcoossee,Osceola,24
Safford,Dallas,70
Theressa,Bradford,49
Plantersville,Dallas,75
Friendship,Sumter,166
Crystal Beach,Pinellas,4
Mist,Ashley,54
Dukes,Union,41
Baskin,Pinellas,20
White,Ashley,33
Lovett,Laurens,102
Sumter,Sumter,110
Towns,Telfair,43
Curlew,Pinellas,20
Urbana,Union,47
Brewton,Laurens,73
Creels,Franklin,2
Sun City,Hillsborough,8
Lanark Village,Franklin,8
Booth,Autauga,86
Wesson,Union,66
Comer,Barbour,87
Jones,Autauga,61
Mount Andrew,Barbour,168
New London,Union,58
Keysville,Hillsborough,29
Saint Teresa,Franklin,6
Bonaire,Houston,102
Knights,Hillsborough,33
Santa Fe,Alachua,44
Texasville,Barbour,155
Newell,Union,52
Baker Hill,Barbour,163
Highland Mills,Spalding,287
Elko,Houston,128
Orient Park,Hillsborough,10
Arredondo,Alachua,27
Moxley,Jefferson,98
Clark,Alachua,24
Hayneville,Houston,134
Oslo,Indian River,4
Batesville,Barbour,82
Grovania,Houston,132
Cornwell,Highlands,11
Fleming,Liberty,6
Zebina,Jefferson,122
Fairbanks,Alachua,50
Henderson,Houston,144
Alexander,Burke,89
Island Grove,Alachua,23
Brighton,Highlands,9
Gum Branch,Liberty,24
Arcola,Bulloch,38
Rosier,Burke,104
Orange Heights,Alachua,45
Halfmoon Landing,Liberty,1
De Soto City,Highlands,30
Upatoi,Muscogee,128
Munnerlyn,Burke,81
Ansley,Pike,135
Lorida,Highlands,15
Fortson,Muscogee,157
Rochelle,Alachua,23
Gough,Burke,122
Clyo,Effingham,22
Campville,Alachua,46
Venus,Highlands,33
Linwood,Pike,115
Marlow,Effingham,21
Orion,Pike,171
Haile,Alachua,26
Fort Basinger,Highlands,12
Saint Clair,Burke,118
Shawnee,Effingham,37
Shady Grove,Pike,132
Lochloosa,Alachua,20
Plains,Highlands,13
Stillwell,Effingham,21
Spring Hill,Pike,146
Marvel,Bibb,159
Wannee,Gilchrist,7
Rubonia,Manatee,1
Kildare,Effingham,39
Highland Home,Crenshaw,180
Ashby,Bibb,139
Williford,Gilchrist,22
Tallevast,Manatee,10
Honoraville,Crenshaw,156
Eoline,Bibb,84
Pineora,Effingham,23
Satsuma,Putnam,21
Lawley,Bibb,129
Fort Davis,Macon,95
Duette,Manatee,37
Raines,Crisp,85
Putnam Hall,Putnam,32
Randolph,Bibb,169
Hardaway,Macon,77
Myakka City,Manatee,14
Society Hill,Macon,143
Parrish,Manatee,13
Bostwick,Putnam,9
Warthen,Washington,146
Wenona,Crisp,101
Milstead,Macon,63
Piney Point,Manatee,3
Primrose,Meriwether,270
Hatley,Crisp,124
Florahome,Putnam,39
Saint Marks,Meriwether,264
Morris,Quitman,75
Lundy,Putnam,9
Juniper,Marion,132
Parmalee,Manatee,20
Georgetown,Putnam,7
Doyle,Marion,195
Verna,Manatee,28
Alvaton,Meriwether,233
Campbell,Clarke,29
Favoretta,Flagler,9
Odessadale,Meriwether,275
Salitpa,Clarke,55
Tazewell,Marion,146
Basinger,Okeechobee,12
Dupont,Flagler,7
Excelsior,Candler,51
Fort Drum,Okeechobee,17
Raleigh,Meriwether,230
Choctaw Bluff,Clarke,49
Espanola,Flagler,9
Flatwood,Marengo,61
Ankona,Saint Lucie,4
Rocky Mount,Meriwether,283
Roper,Jeff Davis,76
Korona,Flagler,9
Miller,Marengo,81
Indrio,Saint Lucie,4
Dixons Mills,Marengo,63
Saint Lucie,Saint Lucie,2
Stovall,Meriwether,249
Herod,Terrell,91
Usher,Levy,11
White Sulphur Springs,Meriwether,238
Bolling,Butler,100
Gulf Hammock,Levy,3
Renfroe,Chattahoochee,184
Viking,Saint Lucie,4
Montbrook,Levy,22
Cusseta,Chattahoochee,162
Walton,Saint Lucie,11
Chalybeate Springs,Meriwether,245
Forest Home,Butler,132
Lukeville,Pima,428
Ellzey,Levy,7
Fort Ogden,DeSoto,12
Durand,Meriwether,256
Garland,Butler,64
Santos,Marion,20
Hull,DeSoto,12
Sasabe,Pima,1076
La Grange,Troup,240
Chapman,Butler,79
Sil Nakya,Pima,674
Gabbettville,Troup,184
Springvale,Randolph,117
Sparr,Marion,28
Nocatee,DeSoto,10
Port Mayaca,Martin,6
Benevolence,Randolph,157
Summerfield,Marion,27
Louise,Troup,234
Cortaro,Pima,658
Gomez,Martin,6
Carnegie,Randolph,120
Weirsdale,Marion,29
Piedmont,Lamar,220
Schuchk,Pima,769
Port Sewall,Martin,0
Anthony,Marion,26
Juliette,Monroe,121
Quijotoa,Pima,850
Coverdale,Turner,119
San Luis,Pima,734
Dakota,Turner,123
Palmdale,Glades,13
Citra,Marion,24
Smarr,Monroe,189
Placida,Charlotte,1
Dallas,Marion,30
Bolingbroke,Monroe,173
Continental,Pima,873
Queensland,Ben Hill,76
South Punta Gorda Heights,Charlotte,7
Kendrick,Marion,24
Dames Ferry,Monroe,110
Doles,Worth,83
Pantano,Pima,1083
Bridgeboro,Worth,127
Murdock,Charlotte,4
Lowell,Marion,28
James,Jones,150
Martel,Marion,27
Griswoldville,Jones,133
Oakfield,Worth,82
Orange Lake,Marion,34
East Juliette,Jones,135
Shingler,Worth,137
Wallstreet,Boulder,2101
Wondervu,Boulder,2631
Pinecliffe,Boulder,2441
Crescent,Boulder,2273
Marshall,Boulder,1680
Rio Blanco,Rio Blanco,2215
Beverly,Adams,253
Cardiff,Garfield,1809
Dos Rios,Mendocino,293
Gualala,Mendocino,15
Eastlake,Adams,1606
Henderson,Adams,1531
Western Hills,Adams,1600
Irondale,Adams,1566
Dupont,Adams,1568
Adams City,Adams,1565
East Portal,Gilpin,2817
State Bridge,Eagle,2055
Meredith,Eagle,2369
Burns,Eagle,1979
Bond,Eagle,2054
Gilman,Eagle,2728
Kokomo,Summit,3260
Leyden,Jefferson,1724
Wah Keeney Park,Jefferson,2276
Bergen Park,Jefferson,2377
Pleasant View,Jefferson,1759
Marshdale,Jefferson,2367
Herzman Mesa,Jefferson,2316
Stanley Park,Jefferson,2375
Fenders,Jefferson,2146
Pine Grove,Jefferson,2078
Buffalo Creek,Jefferson,2061
South Platte,Jefferson,1859
Conifer,Jefferson,2523
Borton,Edgar,203
Bourbon,Douglas,201
Chesterville,Douglas,199
Brookvale,Clear Creek,2318
Centerville,New Castle,133
Christiana,New Castle,9
Collins Park,New Castle,9
Fairfax,New Castle,101
Holloway Terrace,New Castle,12
Holly Oak,New Castle,25
Marshallton,New Castle,27
Minquadale,New Castle,20
Montchanin,New Castle,92
Pleasantville,New Castle,22
Rockland,New Castle,59
Roseville Park,New Castle,30
Stanton,New Castle,7
Talleyville,New Castle,116
Westover Hills,New Castle,67
Yorklyn,New Castle,54
Brownsville,Yuba,705
Hobergs,Lake,919
Peconic,Kit Carson,1222
Matheson,Elbert,1767
Agate,Elbert,1660
Boyero,Lincoln,1439
Karval,Lincoln,1559
Singleton,Park,2530
Como,Park,2991
Hartsel,Park,2704
Tarryall,Park,2656
Garo,Park,2803
Lake George,Park,2436
Jefferson,Park,2896
Grant,Park,2623
Bailey,Park,2359
Clark Center,Clark,187
Darwin,Clark,142
Dennison,Clark,177
Climax,Lake,3457
Mack,Mesa,1378
Mesa,Mesa,1718
Whitewater,Mesa,1420
Murray,Newton,322
Molina,Mesa,1710
Landis,Searcy,227
Snowmass,Pitkin,2087
Lebanon,Kent,6
Armorel,Mississippi,79
Rising Sun,Kent,10
Grider,Mississippi,72
Weimar,Placer,688
Dryden,Craighead,78
Blue Canyon,Placer,1431
Somerset,Gunnison,1838
Otwell,Craighead,78
Almont,Gunnison,2445
Cord,Independence,100
Ohio,Gunnison,2612
Salado,Independence,130
Bethesda,Independence,196
Powderhorn,Gunnison,2468
Floral,Independence,235
Grand Mesa,Delta,3093
Jamestown,Independence,97
Lazear,Delta,1660
Olyphant,Jackson,66
Bowie,Delta,1818
Auvergne,Jackson,72
Bogota,Jasper,165
Grand Glaise,Jackson,85
Crystola,El Paso,2432
Amboy,San Bernardino,192
Cascade,El Paso,2249
Pikeview,El Paso,1904
Cadiz,San Bernardino,241
Falcon,El Paso,2082
Daggett,San Bernardino,614
Dunlap Acres,San Bernardino,646
Broadmoor,El Paso,1878
Goffs,San Bernardino,791
Yoder,El Paso,1873
Helendale,San Bernardino,742
Rush,El Paso,1834
Hinkley,San Bernardino,660
Wigwam,El Paso,1592
Hodge,San Bernardino,696
Ivanpah,San Bernardino,1073
Kelso,San Bernardino,648
Ludlow,San Bernardino,542
Nipton,San Bernardino,924
Oro Grande,San Bernardino,811
Rimforest,San Bernardino,1725
South Fontana,San Bernardino,307
Yermo,San Bernardino,588
Afton,San Bernardino,429
Crafton,San Bernardino,535
Crucero,San Bernardino,311
Bryn Mawr,San Bernardino,361
Kramer Junction,San Bernardino,755
Arrowbear Lake,San Bernardino,1855
Devore,San Bernardino,618
Cholame,San Luis Obispo,353
Harmony,San Luis Obispo,56
Cantil,Kern,615
Pond,Kern,87
Saltdale,Kern,586
Searles,Kern,989
Wheeler Ridge,Kern,290
Monolith,Kern,1209
Edison,Kern,173
Formosa,Van Buren,250
Morganton,Van Buren,218
Scotland,Van Buren,201
Alix,Franklin,125
Cecil,Franklin,264
Webb City,Franklin,138
Trimble,La Plata,2005
Fort Douglas,Johnson,246
Harmony,Johnson,191
Gem Village,La Plata,2082
Ozone,Johnson,592
Brookfield,Fairfield,90
Mentone,Loving,818
Sunbeam,Custer,1827
Chipita Park,El Paso,2376
Piney,Johnson,117
Tiffany,La Plata,1933
Rockville,Clarke,94
Grouse,Custer,1879
Pilot Hill,El Dorado,358
Chester,Middlesex,5
Tacoma,La Plata,2224
Rena,Crawford,195
Coleman,Randolph,122
Chester,Fremont,1546
Kyburz,El Dorado,1237
Marvel,La Plata,2053
Cromwell,Middlesex,9
Natural Dam,Crawford,202
Rio Rico,Santa Cruz,1061
Big Springs,Fremont,1950
Granite,Chaffee,2761
Prim,Cleburne,370
Deep River,Middlesex,16
Bondad,La Plata,1841
Cleveland,Franklin,1511
Banner,Cleburne,325
Essex,Middlesex,10
Sims Chapel,Washington,25
Lamont,Fremont,1838
Nathrop,Chaffee,2343
Redmesa,La Plata,1996
Mink Creek,Franklin,1569
Eunola,Geneva,42
Idmon,Clark,1915
Aroya,Cheyenne,1396
Hiram,Cleburne,126
Oxford,La Plata,2012
Whitney,Franklin,1403
Haddam,Middlesex,25
Cobbtown,Santa Rosa,55
Kilgore,Clark,1930
Wild Horse,Cheyenne,1364
Allison,La Plata,1895
Banida,Franklin,1462
Fidelis,Santa Rosa,78
Humphrey,Clark,1990
Killingworth,Middlesex,108
Ida,Cleburne,304
Arapahoe,Cheyenne,1221
Thatcher,Franklin,1494
Balcom,Union,152
Floridatown,Santa Rosa,4
Middlefield,Middlesex,59
Letha,Gem,696
Cottage Hills,Madison,156
Almond,Cleburne,362
Baileyville,Ogle,282
Conejo,Fresno,80
Wallace,Santa Rosa,55
Ola,Gem,917
Pope Valley,Napa,218
Old Saybrook,Middlesex,4
Chana,Ogle,238
Helm,Fresno,57
Pearson,Cleburne,196
Westbrook,Middlesex,4
Woodlawn Beach,Santa Rosa,5
Montour,Gem,766
Fetters Hot Springs,Sonoma,43
Barrington Woods,Cook,240
Camden,Fresno,72
Rivervale,Poinsett,66
Avalon Beach,Santa Rosa,2
Pearl,Gem,1266
Lytton,Sonoma,56
Colebrook,Litchfield,361
Pineridge,Fresno,1476
Sidon,White,217
Cheshire,New Haven,75
Billett,Lawrence,128
Dickerson City,Santa Rosa,2
Sweet,Gem,780
Nelson,Yavapai,1560
Cornwall,Litchfield,219
Owenyo,Inyo,1127
Guilford,New Haven,7
Chauncey,Lawrence,149
Garcon Point,Santa Rosa,2
Gardena,Boise,818
Goshen,Litchfield,407
Little Lake,Inyo,954
Pica,Yavapai,1600
Hamden,New Haven,27
Darlington,Butte,1709
Boulder,Clinton,142
Holley,Santa Rosa,2
Harwinton,Litchfield,251
Haiwee,Inyo,1242
Yampai,Yavapai,1709
Madison,New Haven,6
Texas Creek,Fremont,1888
Mulat,Santa Rosa,3
Kent,Litchfield,119
Pagosa Junction,Archuleta,1910
Berenice,Butte,1474
Middlebury,New Haven,212
Flores,Yavapai,793
Milford,New Haven,9
Hillside,Fremont,2283
Navarre,Santa Rosa,3
Morris,Litchfield,330
Hillside,Yavapai,1176
Hammett,Elmore,773
Chromo,Archuleta,2220
North Branford,New Haven,27
Prospect Heights,Fremont,1656
Oriole Beach,Santa Rosa,2
New Hartford,Litchfield,137
Atlanta,Elmore,1656
Chimney Rock,Archuleta,2398
Rock Springs,Yavapai,623
Portland,Fremont,1537
Statenville,Echols,42
Plymouth,Litchfield,210
Oxford,New Haven,105
Featherville,Elmore,1385
San Antonio,Conejos,2420
Bumble Bee,Yavapai,786
Bedrock,Montrose,1521
Hornsby Bend,Travis,135
Roxbury,Litchfield,170
Little River,Cherokee,177
Prospect,New Haven,262
Cleator,Yavapai,1067
King Hill,Elmore,773
Mogote,Conejos,2461
Pleasant Gap,Cherokee,210
Cimarron,Montrose,2102
Manchaca,Travis,214
Salisbury,Litchfield,210
Mayfield,Elmore,1097
Polacca,Navajo,1771
Uravan,Montrose,1521
Chestnut Mountain,Hall,345
Cedar Grove,Bay,10
Warren,Litchfield,380
Prairie,Elmore,1464
Hibbard,Navajo,1509
Chivington,Kiowa,1186
Seymour,New Haven,28
Perkinsville,Yavapai,1166
Washington,Litchfield,224
Driftwood,Hays,318
Chicopee,Hall,376
Pine,Elmore,1291
Penzance,Navajo,1543
Arlington,Kiowa,1287
Barkhamsted,Litchfield,329
Butterfield,Hot Spring,122
Siracusaville,Saint Mary,1
Southbury,New Haven,73
Skull Valley,Yavapai,1300
Grant,Jefferson,1460
Aripine,Navajo,1959
Gifford,Hot Spring,97
Barnhill,Wayne,121
Bethlehem,Litchfield,264
Iron Springs,Yavapai,1851
Wallingford,New Haven,22
Boothville,Plaquemines,-1
Point Cedar,Hot Spring,159
Terreton,Jefferson,1460
Oraibi,Navajo,1846
Wolcott,New Haven,198
Kirkland,Yavapai,1198
Lono,Hot Spring,153
Birds Landing,Solano,16
Bridgewater,Litchfield,200
Buras,Plaquemines,0
Monteview,Jefferson,1461
Manila,Navajo,1510
Bismarck,Hot Spring,162
Wagoner,Yavapai,1031
Beacon Falls,New Haven,40
Stone City,Pueblo,1690
Woodbury,Litchfield,79
Staples,Guadalupe,159
Central Heights,Gila,1062
Lorenzo,Jefferson,1482
Overgaard,Navajo,2013
Springfield,Conway,117
Bethany,New Haven,181
Greenhorn,Pueblo,1856
Burlington,Hartford,257
La Casita,Starr,47
Midland City,Gila,1022
Camas,Jefferson,1469
Heber,Navajo,1945
Grapevine,Grant,78
Hattieville,Conway,102
Branford,New Haven,16
Belfast,Grant,84
Cedarwood,Pueblo,1708
Canton,Hartford,105
Fort Mohave,Mohave,171
Picabo,Blaine,1475
Cornerstone,Jefferson,59
North Rim,Coconino,2529
East Granby,Hartford,56
Beulah,Pueblo,1945
Angle Inlet,Lake of the Woods,323
Jerusalem,Conway,232
Woodbridge,New Haven,108
Gannett,Blaine,1501
Moscow,Jefferson,59
Leupp Corner,Coconino,1547
Farmington,Hartford,74
La Garita,Saguache,2387
Eagle River,Keweenaw,198
Fitzhugh,Woodruff,66
Baker,La Salle,205
Clementsville,Teton,1828
Two Guns,Coconino,1653
Glastonbury,Hartford,14
Sargents,Saguache,2584
Tucker,Jefferson,69
El Tumbao,Guanica,20
Felt,Teton,1840
Halls,Bartow,236
Grays,Woodruff,58
Blocksburg,Humboldt,485
Willaha,Coconino,1772
Granby,Hartford,65
Villa Grove,Saguache,2433
Oakland Heights,Bartow,242
Alianza,Camuy,112
Dixie,Woodruff,56
Edmonds,Madison,1482
Kneeland,Humboldt,649
Pine Log,Bartow,268
Marble Canyon,Coconino,1089
Hartland,Hartford,342
Tuolumne,Tuolumne,791
Free Home,Cherokee,382
Penrose,Woodruff,66
Westhaven,Humboldt,100
Piedra Aguza,Juana Diaz,49
Byrne,Madison,1534
Keithsburg,Cherokee,316
Bellemont,Coconino,2174
Marlborough,Hartford,154
Camp Bird,Ouray,2965
Maguayo,Lajas,23
Thornton,Madison,1481
Whitethorn,Humboldt,312
Riverside,Woodruff,61
Saratoga,Howard,140
