NAME,COUNTY,ELEV_IN_M,ELEV_IN_FT
South Heart,Stark,758,2487
Cavalier,Pembina,271,889
Saint Thomas,Pembina,256,840
Taylor,Stark,761,2497
Wakefield,Gogebic,469,1539
Walhalla,Pembina,299,981
Bisbee,Towner,485,1591
Bessemer,Gogebic,435,1427
Ironwood,Gogebic,459,1506
Sarles,Cavalier,482,1581
Wales,Cavalier,478,1568
Strasburg,Emmons,552,1811
Columbus,Burke,589,1932
Berlin,LaMoure,448,1470
Sheldon,Ransom,329,1079
Sherwood,Renville,501,1644
Abercrombie,Richland,286,938
Tolley,Renville,565,1854
Barney,Richland,315,1033
Berthold,Ward,637,2090
Ryder,Ward,641,2103
Wyndmere,Richland,323,1060
Sawyer,Ward,468,1535
Christine,Richland,283,928
Colfax,Richland,293,961
Surrey,Ward,497,1631
Wildrose,Williams,686,2251
Walcott,Richland,291,955
Williston,Williams,572,1877
Hurley,Iron,456,1496
Montreal,Iron,487,1598
Tioga,Williams,684,2244
Balfour,McHenry,492,1614
Anson,Somerset,73,239
Bingham,Somerset,111,364
Bantry,McHenry,445,1460
Bergen,McHenry,481,1578
Fairfield,Somerset,43,141
Hartland,Somerset,76,249
Towner,McHenry,450,1476
Madison,Somerset,92,302
White Earth,Mountrail,639,2096
Norridgewock,Somerset,61,200
Ross,Mountrail,702,2303
Stanley,Mountrail,684,2244
Pittsfield,Somerset,64,210
Balta,Pierce,473,1552
Skowhegan,Somerset,52,171
Dover-Foxcroft,Piscataquis,110,361
Wolford,Pierce,494,1621
Rugby,Pierce,472,1549
Greenville,Piscataquis,318,1043
Guilford,Piscataquis,115,377
Devils Lake,Ramsey,436,1430
Churchs Ferry,Ramsey,442,1450
Milo,Piscataquis,97,318
Starkweather,Ramsey,454,1489
Manistique,Schoolcraft,183,600
Selfridge,Sioux,666,2185
Adams,Walsh,479,1572
Conway,Walsh,299,981
Solen,Sioux,508,1667
York,Benson,491,1611
Caspian,Iron,456,1496
Warwick,Benson,448,1470
Crystal Falls,Iron,449,1473
Tolna,Nelson,445,1460
Gaastra,Iron,494,1621
Thompson,Grand Forks,265,869
Iron River,Iron,461,1512
Watford City,McKenzie,646,2119
Dexter,Penobscot,127,417
Benedict,McLean,634,2080
East Millinocket,Penobscot,112,367
Wilton,McLean,662,2172
Hampden,Penobscot,35,115
Coleharbor,McLean,581,1906
Ruso,McLean,636,2087
Howland,Penobscot,51,167
Turtle Lake,McLean,576,1890
Lincoln,Penobscot,67,220
Underwood,McLean,616,2021
Milford,Penobscot,43,141
Washburn,McLean,535,1755
Millinocket,Penobscot,113,371
Newport,Penobscot,63,207
Orono,Penobscot,38,125
Eagle River,Vilas,502,1647
Cayuga,Sargent,347,1138
Cogswell,Sargent,397,1302
Rutland,Sargent,374,1227
Ashley,McIntosh,614,2014
Wishek,McIntosh,619,2031
Zeeland,McIntosh,614,2014
Scranton,Bowman,847,2779
Norway,Dickinson,291,955
Iron Mountain,Dickinson,347,1138
Kingsford,Dickinson,335,1099
Siren,Burnett,304,997
Webster,Burnett,299,981
Grantsburg,Burnett,291,955
Winter,Sawyer,420,1378
Hayward,Sawyer,363,1191
Exeland,Sawyer,365,1197
Couderay,Sawyer,384,1260
Belknap,Johnson,123,404
Goreville,Johnson,223,732
Cypress,Johnson,116,381
New Burnside,Johnson,165,541
Greer,Greenville,309,1014
Simpson,Johnson,118,387
Five Points,Hoke,106,348
Cobden,Union,179,587
Ashley Heights,Hoke,133,436
Dongola,Union,120,394
Bowmore,Hoke,79,259
Mill Creek,Union,115,377
Silver City,Hoke,76,249
Zalma,Bollinger,113,371
Rockfish,Hoke,66,217
Sedgewickville,Bollinger,194,636
Inman Mills,Spartanburg,280,919
Arcola,Dade,312,1024
Boiling Springs,Spartanburg,280,919
Dadeville,Dade,331,1086
Saxon,Spartanburg,261,856
South Greenfield,Dade,294,965
Startex,Spartanburg,242,794
Diggins,Webster,504,1654
Valley Falls,Spartanburg,243,797
Duquesne,Jasper,326,1070
Mayo,Spartanburg,271,889
Joppa,Massac,108,354
Roebuck,Spartanburg,228,748
East Cape Girardeau,Alexander,102,335
Gaffney,Cherokee,239,784
McClure,Alexander,104,341
Hamlet,Richmond,91,299
Tamms,Alexander,104,341
India Hook,York,194,636
Thebes,Alexander,104,341
Lake Wylie,York,178,584
East Bernstadt,Laurel,365,1197
Lesslie,York,213,699
Karnak,Pulaski,104,341
Newport,York,213,699
Pulaski,Pulaski,105,344
Riverview,York,196,643
New Grand Chain,Pulaski,125,410
Forrest City,Saint Francis,77,253
Olmsted,Pulaski,109,358
Harkers Island,Carteret,3,10
Ullin,Pulaski,104,341
Adona,Perry,116,381
Mill Spring,Wayne,133,436
Arial,Pickens,316,1037
Halltown,Lawrence,358,1175
Easley,Pickens,325,1066
Hoberg,Lawrence,355,1165
Scott,Lonoke,76,249
Freistatt,Lawrence,408,1339
Austin,Lonoke,75,246
Blodgett,Scott,99,325
England,Lonoke,70,230
Haywood City,Scott,107,351
Cabot,Lonoke,91,299
Kelso,Scott,134,440
Irwin,Lancaster,150,492
Lambert,Scott,103,338
Utica,Oconee,268,879
Commerce,Scott,101,331
Gibson,Pulaski,81,266
Diehlstadt,Scott,99,325
Hensley,Pulaski,79,259
Vanduser,Scott,95,312
Sweet Home,Pulaski,83,272
Baker,Stoddard,89,292
Woodson,Pulaski,76,249
Penermon,Stoddard,90,295
Alexander,Pulaski,109,358
Saddlebrooke,Christian,291,955
McAlmont,Pulaski,82,269
Pinhook,Mississippi,92,302
Cammack Village,Pulaski,154,505
Wilson City,Mississippi,95,312
Florence,Lauderdale,167,548
Leawood,Newton,305,1001
Brinkley,Monroe,64,210
Dennis Acres,Newton,322,1056
Athens,Limestone,220,722
Redings Mill,Newton,320,1050
Saginaw,Newton,287,942
Lynchburg,DeSoto,92,302
Shoal Creek Drive,Newton,317,1040
Harvest,Madison,254,833
Silver Creek,Newton,316,1037
Hazel Green,Madison,242,794
Wentworth,Newton,373,1224
Meridianville,Madison,241,791
Moores Mill,Madison,210,689
Indian Point,Stone,297,974
Coney Island,Stone,298,978
New Market,Madison,231,758
McCord Bend,Stone,296,971
Bridgeport,Jackson,205,673
Arrow Point,Barry,324,1063
Eton,Murray,228,748
Emerald Beach,Barry,299,981
Blue Ridge,Fannin,537,1762
North Lilbourn,New Madrid,86,282
Indian Springs,Catoosa,220,722
Kirbyville,Taney,306,1004
Lakeview,Catoosa,231,758
Merriam Woods,Taney,265,869
Fort Oglethorpe,Catoosa,222,728
Taneyville,Taney,327,1073
Blairsville,Union,577,1893
Bakersfield,Ozark,214,702
Half Moon,Onslow,9,30
Theodosia,Ozark,271,889
Sneads Ferry,Onslow,8,26
Ginger Blue,McDonald,257,843
Piney Green,Onslow,12,39
Colonial Heights,Sullivan,438,1437
Pumpkin Center,Onslow,13,43
Fall Branch,Washington,454,1489
Shannon,Robeson,61,200
Raemon,Robeson,51,167
Fairplains,Wilkes,391,1283
Rex,Robeson,58,190
Pascola,Pemiscot,81,266
Buffalo,Union,180,591
Fairfield Glade,Cumberland,636,2087
Monarch Mill,Union,195,640
Eagleton Village,Blount,289,948
North Tunica,Tunica,59,194
Enochville,Rowan,262,860
Fort Payne,DeKalb,275,902
Fairview,Buncombe,678,2224
Butters,Bladen,35,115
Elroy,Wayne,34,112
White Oak,Bladen,17,56
Cullowhee,Jackson,645,2116
Kelly,Bladen,8,26
East Flat Rock,Henderson,673,2208
Salem,Saline,143,469
Etowah,Henderson,642,2106
Haskell,Saline,92,302
Fairmount,Hamilton,594,1949
Benton,Saline,124,407
Fairfield Harbour,Craven,2,7
Bryant,Saline,126,413
Delway,Sampson,39,128
East Ellijay,Gilmer,388,1273
Dunean,Greenville,298,978
Ellijay,Gilmer,390,1280
Dundarrach,Hoke,68,223
Baldwin,Habersham,467,1532
East Gaffney,Cherokee,235,771
Raoul,Habersham,433,1421
East Rockingham,Richmond,77,253
Homeland Park,Anderson,239,784
Elgin,Lancaster,183,600
Boston,Thomas,63,207
Anderson,Anderson,240,787
College Station,Pulaski,97,318
Folkston,Charlton,24,79
Hahira,Lowndes,70,230
Piedmont,Anderson,241,791
Fairview,Walker,259,850
Bogalusa,Washington,29,95
Powdersville,Anderson,297,974
Elrod,Robeson,49,161
Graceville,Jackson,47,154
Belton,Anderson,269,883
East End,Saline,107,351
Natalbany,Tangipahoa,15,49
Bennettsville,Marlboro,47,154
Cokesbury,Greenwood,192,630
Hammond,Tangipahoa,13,43
Coronaca,Greenwood,170,558
Joanna,Laurens,185,607
Dentsville,Richland,72,236
Ferry Pass,Escambia,34,112
Mountville,Laurens,191,627
Dalzell,Sumter,66,217
Princeton,Laurens,232,761
Gonzalez,Escambia,47,154
Fair Oaks,Cobb,336,1102
Hot Springs Village,Garland,239,784
Druid Hills,DeKalb,279,915
Goulding,Escambia,22,72
Lake Hamilton,Garland,137,449
Edgewater,Jefferson,162,531
Bellview,Escambia,24,79
Piney,Garland,128,420
Concord,Jefferson,181,594
Brent,Escambia,30,98
Baldwyn,Prentiss,122,400
Warrington,Escambia,2,7
Evans,Columbia,127,417
Avondale Estates,DeKalb,312,1024
Grubbs,Jackson,70,230
West Pensacola,Escambia,23,75
North Atlanta,DeKalb,304,997
Booneville,Prentiss,158,518
Campbell Station,Jackson,71,233
North Decatur,DeKalb,303,994
Conley,Clayton,259,850
Molino,Escambia,10,33
Alcoa,Blount,257,843
Grannis,Polk,286,938
East Newnan,Coweta,276,906
Myrtle Grove,Escambia,14,46
Panthersville,DeKalb,271,889
Redwater,Leake,117,384
Friendsville,Blount,268,879
Redan,DeKalb,298,978
Bagdad,Santa Rosa,5,16
Hamilton,Harris,235,771
Helenwood,Scott,423,1388
Hartselle,Morgan,205,673
East Griffin,Spalding,266,873
Pace,Santa Rosa,18,59
Fearrington Village,Chatham,140,459
Alexandria,Calhoun,175,574
Garfield,Emanuel,85,279
Harrogate,Claiborne,404,1325
Greenville,Pitt,17,56
Adrian,Johnson,86,282
Saks,Calhoun,250,820
Allardt,Fentress,511,1676
Blue Ridge,Elmore,112,367
Avery Creek,Buncombe,670,2198
Gulf Breeze,Santa Rosa,5,16
Anniston,Calhoun,218,715
Experiment,Spalding,289,948
Elaine,Phillips,52,171
Flat Rock,Surry,349,1145
Bent Creek,Buncombe,671,2201
Emmet,Nevada,97,318
Grambling,Lincoln,93,305
Toast,Surry,325,1066
Ashdown,Little River,98,322
Hardeeville,Jasper,8,26
Swannanoa,Buncombe,670,2198
White Plains,Surry,343,1125
Foreman,Little River,127,417
Butler,Taylor,196,643
Asheville,Buncombe,649,2129
Auburn,Lee,215,705
Royal Pines,Buncombe,693,2274
South Henderson,Vance,154,505
Good Hope,Walton,242,794
Wright,Okaloosa,13,43
Fayette,Fayette,111,364
Claiborne,Ouachita,48,157
Brownsville,Haywood,119,390
Eden,Rockingham,181,594
Eastwood,Bossier,73,239
Fairmount,Gordon,227,745
Fairfield Bay,Van Buren,265,869
South Weldon,Halifax,28,92
Bremen,Haralson,425,1394
Swartz,Ouachita,28,92
Ocean City,Okaloosa,3,10
Dublin,Laurens,68,223
West Canton,Haywood,831,2726
Hunter,Carter,478,1568
Buchanan,Haralson,379,1243
Lake Junaluska,Haywood,778,2552
Central,Carter,505,1657
Grenada,Grenada,66,217
Dudley,Laurens,102,335
Collinsville,Lauderdale,138,453
Calhoun,Gordon,201,659
Fort Walton Beach,Okaloosa,2,7
Oak Grove,Calhoun,104,341
East Dublin,Laurens,76,249
Altus,Franklin,165,541
Roan Mountain,Carter,786,2579
Gloverville,Aiken,62,203
Burton,Beaufort,10,33
Branch,Franklin,142,466
Elizabethton,Carter,465,1526
Lugoff,Kershaw,82,269
Hartman,Johnson,119,390
Bonifay,Holmes,40,131
Elizabeth City,Pasquotank,1,3
Belvedere,Aiken,148,486
Laurel Bay,Beaufort,11,36
Beaufort,Beaufort,3,10
Alma,Crawford,132,433
Greenfield,Weakley,131,430
Clearwater,Aiken,45,148
Dyer,Crawford,131,430
Gentry,Benton,376,1234
Aiken,Aiken,157,515
Fort Valley,Peach,159,522
Camden,Kershaw,58,190
Gravette,Benton,371,1217
Forestdale,Jefferson,197,646
Byron,Peach,155,509
Atkins,Pope,113,371
Brooklet,Bulloch,48,157
Dover,Pope,136,446
Bentonville,Benton,395,1296
Adamsville,Jefferson,176,577
Miramar Beach,Walton,6,20
Albertville,Marshall,322,1056
Greers Ferry,Cleburne,184,604
Bethel Heights,Benton,411,1348
McDonald Chapel,Jefferson,178,584
Forest,Scott,144,472
Freeport,Walton,10,33
Arab,Marshall,336,1102
Guntersville,Marshall,194,636
Guyton,Effingham,29,95
Minor,Jefferson,177,581
Fisher,Poinsett,71,233
Eureka Springs,Carroll,382,1253
Mount Olive,Jefferson,185,607
Harrisburg,Poinsett,95,312
Green Forest,Carroll,408,1339
Flowood,Rankin,82,269
Ocracoke,Hyde,1,3
Berryville,Carroll,379,1243
Brandon,Rankin,147,482
Fairfield,Jefferson,171,561
Fultondale,Jefferson,186,610
Gilt Edge,Tipton,83,272
Ash Flat,Sharp,202,663
Nellieburg,Lauderdale,99,325
Evening Shade,Sharp,143,469
Buena Vista,Marion,210,689
Gardendale,Jefferson,207,679
Athens,McMinn,262,860
Hardy,Sharp,115,377
Ladonia,Russell,143,469
Graysville,Jefferson,170,558
Etowah,McMinn,246,807
Brogden,Wayne,53,174
Harrison,Boone,320,1050
Eastman,Dodge,106,348
Bessemer,Jefferson,155,509
Birmingham,Jefferson,187,614
Goldsboro,Wayne,33,108
Flippin,Marion,198,650
Ellaville,Schley,174,571
Ailey,Montgomery,75,246
Brighton,Jefferson,155,509
Buies Creek,Harnett,63,207
Bull Shoals,Marion,244,801
Glennville,Tattnall,52,171
Bearden,Ouachita,73,239
Dunn,Harnett,63,207
Gassville,Baxter,234,768
Westport,Lincoln,239,784
Briarcliff,Baxter,219,718
Glenwood,Wheeler,59,194
Camden,Ouachita,62,203
Greenway,Clay,87,285
Hagan,Evans,58,190
Bostwick,Morgan,233,764
Lowesville,Lincoln,239,784
Dunlap,Sequatchie,217,712
Gray,Washington,480,1575
Bellville,Evans,56,184
Bowdon,Carroll,332,1089
Camden,Wilcox,64,210
Greenwood,Leflore,40,131
Bald Knob,White,69,226
Spurgeon,Washington,431,1414
Beebe,White,74,243
Oak Grove,Washington,428,1404
Lithia Springs,Douglas,318,1043
Isle of Hope,Chatham,4,13
Bradford,White,78,256
Montgomery,Chatham,4,13
Cricket,Wilkes,384,1260
Hampton,Calhoun,62,203
Murrells Inlet,Georgetown,5,16
Hays,Wilkes,414,1358
Garden City,Chatham,5,16
Gruetli-Laager,Grundy,584,1916
Georgetown,Georgetown,5,16
Millers Creek,Wilkes,432,1417
Bloomingdale,Chatham,6,20
Cashiers,Jackson,1062,3484
Americus,Sumter,131,430
Seven Lakes,Moore,174,571
Greensboro,Greene,195,640
Moravian Falls,Wilkes,364,1194
Andersonville,Sumter,123,404
Albemarle,Stanly,145,476
New Hope,Lowndes,67,220
Mulberry,Wilkes,404,1325
Bay Springs,Jasper,129,423
Balfour,Henderson,646,2119
Eupora,Webster,117,384
Pleasant Hill,Wilkes,346,1135
Eufaula,Barbour,80,262
Barker Heights,Henderson,647,2123
Martinez,Columbia,110,361
Bean Station,Grainger,350,1148
Abbeville,Wilcox,77,253
Valley Hill,Henderson,665,2182
Grovetown,Columbia,146,479
Blaine,Grainger,293,961
Allenhurst,Liberty,18,59
Mountain Home,Henderson,649,2129
Harlem,Columbia,163,535
Forest Hills,Davidson,199,653
Flemington,Liberty,6,20
Harrison,Hamilton,230,755
Forest Park,Clayton,302,991
Goodlettsville,Davidson,145,476
Brundidge,Pike,144,472
Middle Valley,Hamilton,213,699
Hampton,Henry,268,879
Belle Meade,Davidson,171,561
Graham,Appling,73,239
Berry Hill,Davidson,163,535
Ooltewah,Hamilton,232,761
Fouke,Miller,95,312
Baxley,Appling,62,203
East Ridge,Hamilton,239,784
Holt,Tuscaloosa,116,381
Erin,Houston,136,446
Eudora,Chicot,42,138
Greenville,Butler,134,440
Ardmore,Giles,270,886
Camden,Benton,137,449
Elkton,Giles,200,656
Fayetteville,Fayette,286,938
Midway,La Salle,62,203
Green Hill,Wilson,197,646
Barling,Sebastian,148,486
Alabaster,Shelby,153,502
Fayette,Jefferson,86,282
Rural Hill,Wilson,177,581
Fort Smith,Sebastian,134,440
Calera,Shelby,154,505
Ashburn,Turner,130,427
Calico Rock,Izard,125,410
Greenwood,Sebastian,160,525
Aliceville,Pickens,58,190
Fitzgerald,Ben Hill,110,361
Banner Hill,Unicoi,511,1676
Hackett,Sebastian,164,538
Greenville,Washington,40,131
Ellisville,Jones,78,256
Black Rock,Lawrence,96,315
Grantville,Coweta,265,869
Ambrose,Coffee,95,312
Hartford,Sebastian,199,653
Bonanza,Sebastian,167,548
McLeansville,Guilford,232,761
Goose Creek,Berkeley,9,30
Broxton,Coffee,87,285
Rock Mills,Randolph,238,781
Fort Gaines,Clay,68,223
Augusta,Woodruff,66,217
Greensboro,Guilford,252,827
Earle,Crittenden,63,207
Glen Raven,Alamance,213,699
Barnwell,Barnwell,66,217
Abbeville,Henry,137,449
Evergreen,Conecuh,83,272
Gilmore,Crittenden,69,226
Altamahaw,Alamance,193,633
Eatonton,Putnam,172,564
Brookhaven,Lincoln,149,489
Grand Junction,Hardeman,174,571
Saxapahaw,Alamance,134,440
Bradley,Lafayette,78,256
Alma,Bacon,60,197
Bolivar,Hardeman,136,446
Buckner,Lafayette,89,292
Woodlawn,Alamance,184,604
Albany,Dougherty,62,203
Booneville,Logan,153,502
Flovilla,Butts,164,538
Graham,Alamance,194,636
Burlington,Alamance,198,650
Putney,Dougherty,60,197
Brevard,Transylvania,678,2224
Ephesus,Heard,379,1243
Gorman,Durham,111,364
Arlington,Calhoun,92,302
Gastonia,Gaston,245,804
Franklin,Heard,205,673
Durham,Durham,122,400
Edison,Calhoun,90,295
Belmont,Gaston,208,682
West Crossett,Ashley,46,151
Elkins,Washington,371,1217
Elba,Coffee,59,194
Bessemer City,Gaston,275,902
North Crossett,Ashley,46,151
Elm Springs,Washington,361,1184
Enterprise,Coffee,108,354
James City,Craven,4,13
Hamburg,Ashley,49,161
Farmington,Washington,363,1191
Blackshear,Pierce,34,112
Bartlett,Shelby,85,279
El Dorado,Union,82,269
Fayetteville,Washington,427,1401
Andalusia,Covington,106,348
Germantown,Shelby,115,377
Calion,Union,29,95
Greenland,Washington,381,1250
Gallaway,Fayette,86,282
Blakely,Early,80,262
Durant,Holmes,81,266
Wanchese,Dare,2,7
Alexandria,Rapides,23,75
Finger,McNairy,135,443
Griffin,Spalding,297,974
Dyer,Gibson,112,367
Fayetteville,Lincoln,215,705
Saint Simons Island,Glynn,3,10
Belzoni,Humphreys,34,112
Dyersburg,Dyer,94,308
Greenbrier,Faulkner,110,361
Brunswick,Glynn,3,10
Edge Hill,Glascock,146,479
Baneberry,Jefferson,326,1070
Baconton,Mitchell,53,174
Sewanee,Franklin,588,1929
Gibson,Glascock,106,348
Mascot,Knox,263,863
Camilla,Mitchell,54,177
Hopewell,Bradley,220,722
Avera,Jefferson,137,449
Lake Tansi,Cumberland,585,1919
Hattiesburg,Forrest,50,164
Brent,Bibb,73,239
Ingold,Sampson,30,98
Fifty-Six,Stone,265,869
Adel,Cook,73,239
Greenville,Meriwether,263,863
Ivanhoe,Sampson,9,30
Bunkie,Avoyelles,20,66
Walterhill,Rutherford,166,545
Eunice,Saint Landry,14,46
Barnesville,Lamar,261,856
Bonnetsville,Sampson,51,167
Funston,Colquitt,107,351
Eagleville,Rutherford,235,771
Forsyth,Monroe,222,728
Yulee,Nassau,11,36
Spivey's Corner,Sampson,58,190
Berlin,Colquitt,80,262
Fairview,Williamson,251,823
Hardwick,Baldwin,82,269
Vann Crossroads,Sampson,57,187
Franklin,Williamson,197,646
Point Clear,Baldwin,3,10
Gray,Jones,184,604
Keener,Sampson,54,177
Brentwood,Williamson,226,741
Fairhope,Baldwin,37,121
Huguley,Chambers,214,702
Plain View,Sampson,64,210
Bethlehem,Alexander,344,1129
Foley,Baldwin,25,82
Alexander City,Tallapoosa,214,702
Belleville,Yell,111,364
Stony Point,Alexander,323,1060
Gulf Shores,Baldwin,2,7
Red Chute,Bossier,65,213
Ducktown,Polk,528,1732
Midtown,Roane,252,827
Bay Minette,Baldwin,82,269
Bossier City,Bossier,53,174
Vander,Cumberland,38,125
Harriman,Roane,244,801
Atmore,Escambia,87,285
Allentown,Wilkinson,131,430
Fayetteville,Cumberland,31,102
Seymour,Sevier,285,935
East Brewton,Escambia,30,98
Gordon,Wilkinson,106,348
Five Forks,Greenville,267,876
Gatlinburg,Sevier,393,1289
Brewton,Escambia,25,82
Bastrop,Morehouse,50,164
Gantt,Greenville,301,988
Welcome,Davidson,264,866
Geneva,Geneva,29,95
Greensboro,Hale,86,282
Golden Grove,Greenville,264,866
Gosnell,Mississippi,76,249
Hannahs Mill,Upson,225,738
Hartford,Geneva,83,272
Judson,Greenville,299,981
Blytheville,Mississippi,78,256
Sunset Village,Upson,229,751
Fargo,Clinch,34,112
Berea,Greenville,317,1040
Lincoln Park,Upson,215,705
Icard,Burke,362,1188
Grand Bay,Mobile,25,82
City View,Greenville,299,981
Fernandina Beach,Nassau,3,10
Bogue Chitto,Neshoba,148,486
Salem,Burke,371,1217
Theodore,Mobile,18,59
Sans Souci,Greenville,309,1014
Tucker,Neshoba,146,479
Friendship,Crockett,122,400
Pearl River,Neshoba,159,522
Taylors,Greenville,282,925
Bells,Crockett,99,325
Tillmans Corner,Mobile,25,82
Standing Pine,Leake,132,433
Welcome,Greenville,300,984
Bay,Craighead,70,230
Bayou La Batre,Mobile,2,7
Fountain Inn,Greenville,264,866
Bono,Craighead,79,259
Attapulgus,Decatur,98,322
Greenville,Greenville,300,984
West Marion,McDowell,447,1467
Gulf Hills,Jackson,4,13
Bainbridge,Decatur,37,121
Batesville,Independence,103,338
Cairo,Grady,74,243
Archdale,Randolph,264,866
Barwick,Thomas,81,266
Asheboro,Randolph,256,840
Helena,Jackson,4,13
Greenback,Loudon,274,899
Hurley,Jackson,30,98
Big Point,Jackson,16,52
Vancleave,Jackson,9,30
Wade,Jackson,12,39
Latimer,Jackson,22,72
Gautier,Jackson,2,7
Gardere,East Baton Rouge,7,23
Baker,East Baton Rouge,24,79
Merrydale,East Baton Rouge,16,52
Baton Rouge,East Baton Rouge,14,46
Lacombe,Saint Tammany,4,13
Gretna,Gadsden,90,295
Woodville,Leon,11,36
Saucier,Harrison,49,161
Lyman,Harrison,22,72
Gulfport,Harrison,6,20
Biloxi,Harrison,6,20
Kiln,Hancock,7,23
Pearlington,Hancock,3,10
Bay Saint Louis,Hancock,7,23
Blountstown,Calhoun,20,66
Bristol,Liberty,51,167
Five Points,Columbia,51,167
Watertown,Columbia,56,184
Atlantic Beach,Duval,1,3
Laguna Beach,Bay,7,23
Callaway,Bay,10,33
Cecilia,Saint Martin,8,26
Breaux Bridge,Saint Martin,7,23
Carlyss,Calcasieu,3,10
Moss Bluff,Calcasieu,7,23
Prien,Calcasieu,4,13
Broussard,Lafayette,10,33
Gonzales,Ascension,3,10
Garyville,Saint John the Baptist,2,7
Wallace,Saint John the Baptist,6,20
Laplace,Saint John the Baptist,3,10
Reserve,Saint John the Baptist,4,13
Fruit Cove,Saint Johns,3,10
Palm Valley,Saint Johns,2,7
Saint Augustine Shores,Saint Johns,8,26
Saint Rose,Saint Charles,3,10
Conehatta,Newton,147,482
Hahnville,Saint Charles,4,13
Deville,Rapides,23,75
Forest Hills,Jefferson,201,659
Ensley,Escambia,41,135
Glenview,Jefferson,137,449
Boaz,Marshall,325,1066
Ama,Saint Charles,3,10
Escatawpa,Jackson,4,13
Goose Creek,Jefferson,129,423
Diamondhead,Hancock,20,66
Shannon,Floyd,213,699
Graymoor-Devondale,Jefferson,179,587
Edgard,Saint John the Baptist,4,13
Lindale,Floyd,203,666
Green Spring,Jefferson,188,617
Winnsboro Mills,Fairfield,171,561
Crescent Beach,Saint Johns,2,7
Bayou Gauche,Saint Charles,1,3
Beechwood Village,Jefferson,162,531
Gillett,Arkansas,56,184
Des Allemands,Saint Charles,1,3
Bellemeade,Jefferson,182,597
Batesville,Panola,71,233
Boutte,Saint Charles,1,3
Franklin Springs,Franklin,248,814
Destrehan,Saint Charles,3,10
Blue Ridge Manor,Jefferson,208,682
Estelle,Jefferson,0,0
Frankfort,Franklin,154,505
North Hartsville,Darlington,63,207
Hartsville,Darlington,66,217
Taft,Saint Charles,4,13
Eastpoint,Franklin,2,7
Blaine,Lawrence,201,659
Flowery Branch,Hall,342,1122
Cut Off,Lafourche,2,7
Gainesville,Hall,378,1240
Ekron,Meade,200,656
Empire,Plaquemines,1,3
Reed Creek,Hart,250,820
Killona,Saint Charles,9,30
Brandenburg,Meade,173,568
East Palatka,Putnam,4,13
Hartwell,Hart,246,807
Camargo,Montgomery,281,922
Dulac,Terrebonne,1,3
Luling,Saint Charles,2,7
Altheimer,Jefferson,63,207
Brooks,Bullitt,156,512
East Bronson,Levy,18,59
Frenchburg,Menifee,266,873
Gillsville,Banks,287,942
De Leon Springs,Volusia,15,49
Antreville,Abbeville,220,722
